項次,補助縣市,申請補(捐)助單位,核准日期,活動名稱,活動時間(起),活動時間(迄),活動地點,核准補助金額(千元),核准理由(預期效益),核准補助金額(元)
67,臺中市龍井區,臺中市龍井區田中社區發展協會,2017/1/17,新春團拜迎新春暨節能減碳及推廣乾淨能源政策宣導活動,2017/2/4,2017/2/4,龍井區,15,加強地方關係、促進電源開發及節約用電,15000
85,臺中市沙鹿區,臺中市沙轆文化協會,2017/1/17,辦理106年度「金雞報喜慶元宵」元宵節燈謎晚會暨節約用電宣導活動,2017/2/11,2017/2/11,沙鹿區,30,加強地方關係、促進電源開發及節約用電,30000
71,新竹市新竹市,新竹市台灣電力公司退休人員協進會,2017/1/17,106年度節約能源政策宣導,2017/2/3,2017/2/3,新竹市東區中華路2段400號,20,藉由活動宣導開發電源節約用電正確觀念,20000
182,高雄市,高雄市茄萣區農會,2017/1/18,協助高雄市茄萣區農會辦理106年度農民節擴大慶祝大會暨電力建設宣導活動,2017/3/1,2017/3/31,高雄市茄萣區,100,配合宣導電力發展營運，維護傳統習俗,100000
184,高雄市,高雄市紅毛港文化協會,2017/1/18,協助高雄市紅毛港文化協會辦理文化志工培訓、紅毛港老照片、畫展暨宣導支持大林電廠更新改建計畫,2017/1/26,2017/2/26,高雄市小港區,100,配合宣導電力發展營運，提升台電企業形象,100000
63,高雄市鳳山區,高雄市鳳山區忠義社區發展協會,2017/1/18,「節能減碳愛地球」宣導活動政策,2017/2/19,2017/2/19,高雄市大樹區下淡水溪舊鐵橋,15,藉由活動宣導開發電源節約用電正確觀念,15000
93,高雄市小港區,高雄市龍鳳太極拳協會,2017/1/18,舉辦「節能減碳說明會暨宣導支持大林廠更新改建計畫」活動,2017/2/18,2017/2/18,高雄市,20,提升公司熱心公益形象,20000
99,高雄市小港區,高雄市沿海晨間運動養身協會,2017/1/18,舉辦關懷老人生活暨宣導支持大林電廠更新改建計畫活動,2017/2/17,2017/2/18,中部地區,30,提升公司熱心公益形象,30000
104,高雄市小港區,高雄市沿海晨間運動養身協會,2017/1/18,舉辦會員志工、幹部工作研習暨宣導支持大林電廠更新改建計畫活動,2017/1/21,2017/1/21,高雄市,25,提升公司熱心公益形象,25000
110,高雄市小港區,高雄市鳳鳴歌友協會,2017/1/18,舉辦節能用電說明會暨宣導支持台電大林電廠更新改建計畫,2017/2/26,2017/2/26,高雄市,15,提升公司熱心公益形象,15000
115,高雄市小港區,高雄市兩輪健身協會,2017/1/18,舉辦幹部志工工作研習暨宣導支持大林電廠更新改建計畫活動,2017/2/25,2017/2/25,高雄市,15,提升公司熱心公益形象,15000
120,高雄市小港區,高雄市環境保護協會,2017/1/18,舉辦幹部環保工作研習暨宣導支持大林電廠更新改建計畫,2017/2/10,2017/2/10,高雄市,20,提升公司熱心公益形象,20000
125,高雄市小港區,高雄市沿海登山健行協會,2017/1/18,舉辦歲末關懷社區老人生活暨宣導支持大林發電廠更新改建計畫活動,2017/1/22,2017/1/22,高雄市,20,提升公司熱心公益形象,20000
180,苗栗縣,苗栗縣卓蘭鎮公所,2017/1/18,協助苗栗縣卓蘭鎮公所辦理【106年卓蘭靚妝舞龍踩街趣】,2017/2/4,2017/2/4,苗栗縣卓蘭鎮,100,配合宣導電力發展營運，維護傳統習俗,100000
181,南投縣,南投縣水里鄉農會,2017/1/18,協助南投縣水里鄉農會辦理106年度農民節表彰大會暨電力安全宣導活動,2017/1/23,2017/1/23,南投縣水里鄉,80,配合宣導電力發展營運，維護傳統習俗,80000
32,屏東縣屏東市,屏東縣屏東市同心成長協會,2017/1/18,2017年愛我故鄉綠色家園節約用電宣導活動,2017/2/5,2017/2/5,屏東市,15,加強地方關係、促進電源開發及節約用電,15000
191,臺中市,臺中市青溪文藝學會,2017/1/18,協助臺中市青溪文藝學會辦理2017會員聯展暨節約能源宣導活動,2017/1/20,2017/2/19,臺中市梧棲區,140,配合宣導電力發展營運，提昇文教品質,140000
170,新北市雙溪區,新北市瑞芳地區農會,2017/1/18,106年度雙溪區農民節慶祝活動,2017/2/7,2017/2/7,雙溪區綜合市場二樓,50,敦親睦鄰提升企業形象,50000
192,彰化縣,彰化縣人文發展協進會,2017/1/18,協助彰化縣人文發展協進會辦理寒冬送暖暨節能減碳宣導活動,2017/1/23,2017/1/23,彰化縣和美鎮,100,關懷弱勢，提升台電企業形象,100000
173,高雄市,高雄市小港區生命關懷協會,2017/1/19,協助高雄市小港區生命關懷協會辦理參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/2/18,2017/2/20,大林發電廠,60,配合宣導電力發展營運，提升台電企業形象,60000
174,高雄市,高雄市茄萣社服協會,2017/1/19,協助高雄市茄萣社服協會辦理106年度區民、會員親子聯誼暨鄉親節約能源宣導活動,2017/3/5,2017/3/5,高雄市茄萣區,70,配合宣導電力發展營運，提升台電企業形象,70000
175,高雄市,高雄市彌陀安樂松柏長青會,2017/1/19,協助高雄市彌陀安樂松柏長青會辦理106年地方產業文化觀摩活動,2017/3/23,2017/3/25,第二核能發電廠,40,配合宣導電力發展營運，提升台電企業形象,40000
128,高雄市永安區,高雄市永安區漁會,2017/1/19,辦理永安漁產年菜料理示範開發暨品嚐活動,2017/1/22,2017/1/22,新港社區廣場,40,敦親睦鄰提升企業形象,40000
139,高雄市永安區,陳惠琴,2017/1/19,辦理永安區鹽田里民陳惠琴低收入戶生活扶助,2017/1/19,2017/2/28,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
38,花蓮縣花蓮市,台灣原住民族文化推廣協會,2017/1/19,我性不過你活動,2017/3/1,2017/3/30,花蓮縣,30,敦親睦鄰提升企業形象,30000
179,基隆市,基隆市農會,2017/1/19,協助基隆市農會辦理基隆市106年度農民節慶祝大會計畫,2017/2/4,2017/2/4,基隆市七堵區,80,配合宣導電力發展營運，維護傳統習俗,80000
15,苗栗縣通霄鎮,苗栗縣通霄鎮平元社區發展協會,2017/1/19,環保志工隊街道整理活動,2017/2/18,2017/2/18,通霄鎮平新路,20,敦親睦鄰提升企業形象,20000
193,屏東縣,屏東縣車城鄉公所,2017/1/19,協助屏東縣車城鄉公所辦理106年節能減碳宣導暨關懷鄉親歲末感恩活動,2017/1/24,2017/1/24,屏東縣車城鄉,90,配合宣導電力發展營運，維護傳統習俗,90000
73,臺北市大安區,台北市大安區永福生活圈社區發展協會,2017/1/19,「提燈踩街慶元宵」活動,2017/2/11,2017/2/11,台北市大安區永康公園,15,配合宣導節約用電提升企業形象,15000
107,臺中市龍井區,臺中市龍井田中關懷社區藝文體育協會,2017/1/19,天下一親家、寒冬送暖、除舊佈新新年快樂暨節約能源宣導活動,2017/1/22,2017/1/22,龍井區,20,加強地方關係、促進電源開發及節約用電,20000
112,臺中市龍井區,臺中市龍井區福田社區發展協會,2017/1/19,新春團拜迎新納福季節能減碳及推廣乾淨能源政策需導活動,2017/2/4,2017/2/4,龍井區,15,加強地方關係、促進電源開發及節約用電,15000
178,桃園市,桃園市觀音區農會,2017/1/19,協助桃園市觀音區農會辦理106年度觀音區各界慶祝農民節大會活動,2017/1/16,2017/3/31,桃園市觀音區,150,配合宣導電力發展營運，維護傳統習俗,150000
177,基隆市,基隆市協和愛鄉文化協進會,2017/1/20,協助基隆市協和愛鄉文化協進會辦理106年度協安宮春節進香及中南部電力參訪活動,2017/2/12,2017/2/14,興達發電廠、協和發電廠,200,配合宣導電力發展營運，維護傳統習俗,200000
108,基隆市中山區,基隆市協和關懷協會,2017/1/20,辦理106年節約用電宣導暨福德聖誕活動,2017/2/27,2017/2/27,協和宮廣場,30,提升公司熱心公益形象,30000
119,基隆市中山區,基隆市通化社區發展協會,2017/1/20,辦理106年元宵節活動,2017/2/6,2017/2/6,通化里活動中心,20,提升公司熱心公益形象,20000
91,基隆市中正區,基隆市建國社區發展協會,2017/1/20,辦理106年元宵節聯歡暨節能減碳宣導活動,2017/2/10,2017/2/10,建誠國宅公園,12,敦親睦鄰提升企業形象,12000
102,基隆市中正區,基隆市社會籃球協會,2017/1/20,辦理基隆市第七屆雨港杯週末籃球聯賽活動,2017/2/11,2017/2/26,基隆市體育館、基隆市中正國中體育館,15,提升公司熱心公益形象,15000
41,苗栗縣苑裡鎮,苗栗縣苑裡鎮田寮老人關懷及健康推廣協會,2017/1/20,106年度「節能減碳、節約用電、重視老人身心健康與老人同慶元宵節」活動,2017/2/10,2017/2/10,福田社區活動中心,10,敦親睦鄰提升企業形象,10000
7,苗栗縣竹南鎮,苗栗縣善化藝文推展協會,2017/1/20,辦理祈安文化暨節能減碳宣導活動,2017/2/7,2017/2/7,竹南鎮,20,加強地方關係、促進電源開發及節約用電,20000
30,苗栗縣竹南鎮,苗栗縣龍鳳文化產業推廣協會,2017/1/20,"""辦理大廟倡學","歡慶春節活動""",2017/2/6,2017/2/6,50,50,50000
60,苗栗縣竹南鎮,苗栗縣活力青年文康協會,2017/1/20,106年活力人生醫療保健暨節能減碳宣導活動,2017/2/12,2017/2/12,竹南鎮,10,加強地方關係、促進電源開發及節約用電,10000
100,苗栗縣竹南鎮,苗栗縣龍鳳國樂推廣協會,2017/1/20,辦理金雞迎春藝動希望樂音活動,2017/2/10,2017/2/10,竹南,20,配合宣導節約用電提升企業形象,20000
105,苗栗縣竹南鎮,苗栗縣好客文化協會,2017/1/20,辦理2017客家舞蹈觀摩暨如何作好資源回收講習活動,2017/2/14,2017/2/14,竹南,10,配合宣導節約用電提升企業形象,10000
111,苗栗縣竹南鎮,苗栗縣聖恆文化協會,2017/1/20,辦理陽光、故鄉、心靈宴活動,2017/2/19,2017/2/19,竹南鎮,15,藉由活動宣導開發電源節約用電正確觀念,15000
116,苗栗縣竹南鎮,苗栗縣大同文康推展協會,2017/1/20,辦理史艷文論孝道~系列活動,2017/2/9,2017/2/9,竹南鎮,10,加強地方關係、促進電源開發及節約用電,10000
121,苗栗縣竹南鎮,苗栗縣福興歌唱推廣協會,2017/1/20,辦理關懷弱勢樂音飄揚千里傳唱暨節能減碳宣導活動,2017/2/10,2017/2/10,竹南,20,加強地方關係、促進電源開發及節約用電,20000
126,苗栗縣竹南鎮,苗栗縣中港媽祖文化推展協會,2017/1/20,辦理金雞報喜歡樂年年暨關懷老人及節能減碳宣導活動,2017/2/11,2017/2/11,竹南,20,加強地方關係、促進電源開發及節約用電,20000
132,苗栗縣竹南鎮,苗栗縣想思林長壽協會,2017/1/20,辦理金雞報喜迎財神!福德納財慶元宵活動,2017/2/11,2017/2/11,竹南,10,加強地方關係、促進電源開發及節約用電,10000
137,苗栗縣竹南鎮,苗栗縣美麗家園協會,2017/1/20,辦理2017奇廟法門 老神在在活動,2017/2/11,2017/2/11,竹南,10,加強地方關係、促進電源開發及節約用電,10000
143,苗栗縣竹南鎮,苗栗縣龍鳳觀光文化發展協會,2017/1/20,辦理咱的童年咱的夢~~台灣童玩~~傳統親子互動DIY活動,2017/2/9,2017/2/11,竹南鎮,20,加強地方關係、促進電源開發及節約用電,20000
148,苗栗縣竹南鎮,苗栗縣客家文化推廣協會,2017/1/20,辦理關懷弱勢舞動客家情民俗才藝展演暨節能減碳宣導活動,2017/2/7,2017/2/7,竹南鎮,15,加強地方關係、促進電源開發及節約用電,15000
155,苗栗縣竹南鎮,苗栗縣竹南鎮頂埔社區發展協會,2017/1/20,辦理全民戶外健行活動暨加強節約能源宣導活動,2017/2/26,2017/2/26,竹南鎮,25,加強地方關係、促進電源開發及節約用電,25000
166,苗栗縣竹南鎮,苗栗縣微笑協會,2017/1/20,金雞好客 愛心公益慶佳節活動,2017/2/8,2017/2/8,竹南鎮,20,加強地方關係、促進電源開發及節約用電,20000
14,臺北市中正區,秘書處,2017/1/20,辦理「總處藝術環境導覽志工招募計畫」之教育訓練(每周四共32小時),2017/2/15,2017/4/30,臺北市,78.7,敦親睦鄰提升企業形象,78700
176,臺中市,臺中市龍井區麗水社區發展協會,2017/1/20,協助臺中市龍井區麗水社區發展協會辦理元宵佳節喜迎春寒冬送暖暨支持節約能源及推廣乾淨能源政策宣導活動,2017/2/11,2017/2/11,臺中市龍井區,300,配合宣導電力發展營運，維護傳統習俗,300000
234,新竹縣,新竹縣寶山鄉公所,2017/1/20,協助新竹縣寶山鄉公所辦理2017寶山鄉打中午文化季暨節能減碳宣導活動,2017/1/25,2017/2/28,新竹縣寶山鄉,150,配合宣導電力發展營運，維護傳統習俗,150000
35,彰化縣彰化市,彰化縣彰化市竹中社區發展協會,2017/1/20,竹中社區春節志工成果展活動,2017/2/12,2017/2/12,上藤屋餐廳,15,敦親睦鄰提升企業形象,15000
233,高雄市,高雄市彌陀區農會,2017/1/23,協助高雄市彌陀區農會辦理106年農民節擴大慶祝大會暨電力建設宣導活動,2017/2/10,2017/2/10,高雄市彌陀區,100,配合宣導電力發展營運，維護傳統習俗,100000
95,高雄市岡山區,高雄市阿公店社區發展聯合協會,2017/1/23,理106年度社區會員節能減碳宣導暨會員大會活動,2017/3/5,2017/3/6,南投縣竹山鎮延正社區發展協會,25,敦親睦鄰提升企業形象,25000
117,高雄市永安區,永安宮,2017/1/23,辦理106年元宵節慶典活動暨節約能源宣導活動,2017/2/11,2017/2/11,永安宮,30,敦親睦鄰提升企業形象,30000
123,基隆市中山區,基隆市通明社區發展協會,2017/1/23,辦理社區文康及元宵節活動,2017/2/8,2017/2/8,通明里活動中心,40,提升公司熱心公益形象,40000
129,基隆市中山區,基隆市安平社區發展協會,2017/1/23,辦理106年元宵節活動,2017/2/8,2017/2/8,安平里活動中心,20,提升公司熱心公益形象,20000
75,臺北市松山區,中華民國內部稽核協會,2017/1/23,中華民國內部稽核協會106年度研討會,2017/4/27,2017/4/28,公務人力發展中心,10,提升公司熱心公益形象,10000
70,臺中市北區,台中市北區賴興社區發展協會,2017/1/23,舉辦「2017歡樂慶元宵」活動,2017/2/5,2017/2/5,山西路二段125號前,20,提升公司熱心公益形象,20000
27,桃園市大園區,桃園市大園區林社區發展協會,2017/1/23,舉辦「106年樂元宵節節能省碳暨寒冬送暖活動」,2017/2/11,2017/2/11,紫竹林觀音寺前廣場,10,促進與地方和諧關係,10000
327,高雄市,高雄市茄萣區真愛關懷服務協會,2017/1/24,協助高雄市茄萣區真愛關懷服務協會辦理106年度參觀國家電力建設暨節能減碳宣導活動實施計劃,2017/3/5,2017/3/7,明潭發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
84,高雄市林園區,北極殿,2017/1/24,舉辦「玄天上帝聖誕祭典遶境暨電力宣導活動」,2017/3/26,2017/3/30,高雄市,30,提升公司熱心公益形象,30000
56,高雄市小港區,高雄市小船舢舨海釣協會,2017/1/24,舉行海釣作業研習暨宣導支持台電大林廠改建活動,2017/2/11,2017/2/11,高雄市,18,提升公司熱心公益形象,18000
88,高雄市小港區,高雄市南星游泳會,2017/1/24,舉辦幹部志工研習暨宣導支持大林發電廠更新改建計畫,2017/2/28,2017/2/28,高雄市,20,提升公司熱心公益形象,20000
113,基隆市中山區,基隆市和慶社區發展協會,2017/1/24,辦理106年節約用電宣導暨元宵節聯歡活動,2017/2/10,2017/2/10,大慶大城活動中心,20,提升公司熱心公益形象,20000
134,基隆市中山區,基隆市和平社區發展協會,2017/1/24,辦理106年元宵節聯歡暨節約用電宣導回動,2017/2/9,2017/2/9,和平里活動中心,20,提升公司熱心公益形象,20000
140,基隆市中山區,基隆居仁社區發展協會,2017/1/24,辦理106年節約用電宣導暨元宵節聯歡活動,2017/2/9,2017/2/9,居仁里活動中心,20,提升公司熱心公益形象,20000
145,基隆市中山區,基隆市太白社區發展協會,2017/1/24,辦理105年元宵聯歡會,2017/2/10,2017/2/10,太白街德安宮廣場,20,提升公司熱心公益形象,20000
232,金門縣,金門縣金湖鎮夏興社區發展協會,2017/1/24,協助金門縣金湖鎮夏興社區發展協會辦理106年金門縣金湖鎮夏興社區『金雞報喜迎新春暨宣導用電節能減碳』活動,2017/1/30,2017/1/30,塔山發電廠,100,配合宣導電力發展營運，維護傳統習俗,100000
