項次,補助縣市,申請補(捐)助單位,核准日期,活動名稱,活動時間(起),活動時間(迄),活動地點,核准補助金額(千元),核准理由(預期效益),核准補助金額(元)
8713,高雄市小港區,高雄市空氣防污維護協會,#####,小港區居民洪OO女士因年事已高又罹癌住院生活陷入困境,#####,#####,高雄市,20,提升公司熱心公益形象,20000
8737,高雄市小港區,高雄市龍鳳舞蹈協會,#####,舉辦運動舞蹈研習暨宣導支持大林發電廠更新改建計畫活動,#####,#####,高雄市,15,提升公司熱心公益形象,15000
8754,高雄市小港區,高雄市小港區臨海環保維護協進會,#####,環保志工交流暨宣導支持大林電廠更新改建活動,#####,#####,大林蒲,20,敦親睦鄰提升企業形象,20000
8765,高雄市小港區,鳳林觀音寺,#####,舉辦「觀世音菩薩聖誕活動」,#####,#####,高雄市,20,提升公司熱心公益形象,20000
8783,高雄市小港區,小港區鳳興里林記元,#####,補助急難救助,#####,#####,小港區鳳興里,3,提升公司熱心公益形象,3000
8795,高雄市小港區,高雄市鳳鼻頭文化工作協進會,#####,舉辦幹部、會員、志工文康聯誼活動，暨宣導支持台電公司大林電廠更新改建計畫活動,#####,#####,高雄市,15,提升公司熱心公益形象,15000
8816,高雄市小港區,小港區鳳興里許振明,#####,補助老人及殘障福利救助金,#####,#####,小港區鳳興里,5,敦親睦鄰提升企業形象,5000
8829,高雄市小港區,高雄市大林蒲環保志工協會,#####,舉辦新春會員志工會務研習暨宣導支持大林發電廠更新改建計畫活動,#####,#####,高雄市,20,提升公司熱心公益形象,20000
8853,高雄市小港區,小港區鳳興里陳盈箕,#####,補助低收入戶生活扶助,#####,#####,小港區鳳興里,5,敦親睦鄰提升企業形象,5000
8865,高雄市小港區,高雄市小港好厝邊發展協會,#####,舉辦幹部及志工工作研習及宣導支持大林電廠更新改建計畫,#####,#####,高雄、台東,20,提升公司熱心公益形象,20000
8891,高雄市小港區,鳳興里陳政茂,#####,補助急難救助,#####,#####,小港區鳳興里,5,敦親睦鄰提升企業形象,5000
8907,高雄市小港區,高雄市大林蒲玄天文化協會,#####,舉辦會員及關懷社區老人生活暨宣導支持大林電廠更新改建計畫活動,#####,#####,高雄市,20,提升公司熱心公益形象,20000
8939,高雄市小港區,高雄市大林蒲生態保護協會,#####,理會員志工春季戶外生態健行暨宣導支持大林電廠更新改建活動,#####,#####,南投,30,促進與地方和諧關係,30000
8956,高雄市小港區,高雄市小港區鳳林國民小學,#####,辦理105學年「鳳林一百‧化育英才」慶祝兒童節活動,#####,#####,高雄市,20,提升公司熱心公益形象,20000
8998,高雄市小港區,高雄市政宗太極拳協會,#####,辦理太極拳教學暨電力宣導活動,#####,#####,高雄市,10,提升公司熱心公益形象,10000
9003,高雄市小港區,高雄市鳳源五形健康操協會,#####,舉辦社區老人聯歡會暨宣導支持台電大林電廠更新改建計畫活動,#####,#####,高雄市,20,提升公司熱心公益形象,20000
9009,高雄市小港區,高雄市小港區萬福慈善協會,#####,舉辦春季宜蘭會員志工戶外健行暨宣導大林發電廠更新改建計畫活動,#####,#####,宜蘭、新北市,20,提升公司熱心公益形象,20000
9015,高雄市小港區,高雄市小港環境維護關懷協會,#####,舉辦社區環境衛生清理消毒活動暨宣導支持大林發電廠更新改建計畫,#####,#####,高雄市,20,提升公司熱心公益形象,20000
9022,高雄市小港區,鳳鳴宮,#####,舉辦天上聖母聖誕祭典暨電力宣導活動,#####,#####,高雄市,30,提升公司熱心公益形象,30000
9035,高雄市小港區,高雄市小港區鳳興社區發展協會,#####,舉辦會員工作研習暨宣導支持大林電廠更新改建計畫活動,#####,#####,高雄市,20,提升公司熱心公益形象,20000
6219,高雄市新興區,中華依(e)世代文化研究發展協會,#####,慶祝106年母親節，第13屆「溫馨盃」自創詞曲歌唱大賽公益活動,#####,#####,高雄市三民區安宜里活動中心交誼廳,100,敦親睦鄰提升企業形象,100000
6720,高雄市新興區,中華依(e)世代文化研究發展協會,#####,慶祝106年母親節，第13屆「溫馨盃」自創詞曲歌唱大賽公益活動,#####,#####,高雄市三民區安宜里活動中心交誼廳,100,敦親睦鄰提升企業形象,100000
7235,高雄市新興區,中華依(e)世代文化研究發展協會,#####,慶祝106年母親節，第13屆「溫馨盃」自創詞曲歌唱大賽公益活動,#####,#####,高雄市三民區安宜里活動中心交誼廳,100,敦親睦鄰提升企業形象,100000
8637,高雄市新興區,中華依(e)世代文化研究發展協會,#####,慶祝106年母親節，第13屆「溫馨盃」自創詞曲歌唱大賽公益活動,#####,#####,高雄市三民區安宜里活動中心交誼廳,100,敦親睦鄰提升企業形象,100000
79,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
212,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
239,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
339,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
508,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
642,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
669,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
769,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
872,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
880,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
963,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
1114,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
1143,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
1251,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
1350,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
1358,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
1441,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
1592,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
1621,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
1729,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
1828,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
1836,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
1919,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
2070,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
2099,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
2207,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
2306,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
2314,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
2397,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
2548,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
2577,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
2685,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
2784,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
2792,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
2875,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
3026,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
3055,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
3163,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
3328,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
3462,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
3489,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
3589,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
3692,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
3700,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
3783,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
3938,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
3966,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
4075,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
4174,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
4182,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
4265,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
4420,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
4448,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
4557,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
4656,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
4664,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
4747,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
4902,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
4930,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
5039,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
5138,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
5146,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
5229,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
5384,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
5412,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
5521,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
5619,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
5627,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
5710,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
5866,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
5894,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
6003,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
6102,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
6110,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
6196,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
6362,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
6392,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
6506,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
6603,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
6611,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
6697,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
6863,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
6893,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
7007,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
7107,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
7114,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
7211,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
7391,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
7424,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
7553,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
7711,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
7845,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
7872,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
7972,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
8141,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
8275,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
8302,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
8402,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
8507,高雄市永安區,興達發電廠,#####,付辦理志工意外團體保險,#####,#####,廠區,2.752,提升公司熱心公益形象,2752
8514,高雄市永安區,高雄市永安區鹽田社區發展協會,#####,辦理慶祝母親節暨節能宣導活動,#####,#####,南瑞宮廣場,40,敦親睦鄰提升企業形象,40000
8612,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區守望相助隊成立十週年成果展活動,#####,#####,永安區維新社區多功能活動中心前廣場,40,敦親睦鄰提升企業形象,40000
8794,高雄市永安區,天后宮,#####,辦理天上聖母請水進香大典,#####,#####,永安區天后宮前廣場及永安區轄內,30,敦親睦鄰提升企業形象,30000
8828,高雄市永安區,高雄市永安區維新社區發展協會,#####,辦理社區會員交流暨節能減碳宣導活動,#####,#####,中部地區,40,敦親睦鄰提升企業形象,40000
8955,高雄市永安區,陳尤妙,#####,付辦理永安區鹽田里民陳尤妙急難救助,#####,#####,永安區鹽田里,10.04,敦親睦鄰提升企業形象,10040
9041,花蓮縣,花蓮縣秀林鄉公所,#####,協助花蓮縣秀林鄉公所105年度發電年度促協金(運轉中),aa,aa,aa,3333,促進電力發展營運，協助公共建設及增進地方福祉,3333000
9042,花蓮縣,花蓮縣秀林鄉公所,#####,協助花蓮縣秀林鄉公所105年度發電年度促協金(運轉中),aa,aa,aa,683,促進電力發展營運，協助公共建設及增進地方福祉,683000
9164,花蓮縣,花蓮縣政府,#####,協助花蓮縣政府105年度發電年度促協金(運轉中),aa,aa,aa,804,促進電力發展營運，協助公共建設及增進地方福祉,804000
286,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
323,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
716,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
753,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
1194,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
1233,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
1672,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
1711,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
2150,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
2189,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
2628,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
2667,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
3106,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
3145,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
3536,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
3573,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
4017,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
4058,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
4499,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
4540,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
4981,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
5022,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,長橋社區2017 寶貝媽媽--愛的抱抱 活動,#####,#####,花蓮縣長橋國民小學,20,促進與地方和諧關係,20000
5463,花蓮縣鳳林鎮,花蓮縣鳳林鎮長橋社區發展協會,#####,106年度長橋社區民俗文化傳承、客家美食暨環保宣導活動,#####,#####,花蓮縣鳳林鎮長橋社區繞境、褒忠義民亭前廣場,30,促進與地方和諧關係,30000
